"uid","gene_name","alias","desc","id","gene_id","group","expression","GENENAME","GO"
100778340,"LOC100778340","GLYMA_13G095300","probable xyloglucan endotransglucosylase/hydrolase protein 23",74644,"MSTRG.25205","t20","up","probable xyloglucan endotransglucosylase/hydrolase protein 23","GO:0048046,GO:0004553,GO:0016762,GO:0042546,GO:0071555,GO:0010411"
100779095,"LOC100779095","GLYMA_07G262500","S-type anion channel SLAH4",41192,"MSTRG.13945","t20","up","S-type anion channel SLAH4","GO:0016021,GO:0005886,GO:0008308,GO:0006873"
100779097,"LOC100779097","","probable sulfate transporter 3.5",37535,"MSTRG.12767","t20","up",NA,NA
100779180,"LOC100779180","GLYMA_11G069600","laccase-11",63088,"MSTRG.21481","t20","up","laccase-11","GO:0048046,GO:0005507,GO:0052716,GO:0016491,GO:0046274"
100779437,"LOC100779437","GLYMA_07G102400","protein C2-DOMAIN ABA-RELATED 4",37808,"MSTRG.12875","t20","up","protein C2-DOMAIN ABA-RELATED 4","GO:0005634,GO:0005886,GO:0009738"
100779961,"HGO2","GLYMA_06G234200, GmHGO2","homogentisate 1,2-dioxygenase",33862,"MSTRG.11548","t20","up","homogentisate 1,2-dioxygenase","NA"
100780697,"LOC100780697","GLYMA_15G072400","stem-specific protein TSJT1-like",87354,"MSTRG.29620","t20","up","stem-specific protein TSJT1-like","NA"
100780762,"LOC100780762","GLYMA_10G124300","uncharacterized LOC100780762",57844,"MSTRG.19559","t20","up","uncharacterized LOC100780762","GO:0005737,GO:0016020"
100781785,"LOC100781785","GLYMA_15G021800","LRR receptor-like serine/threonine-protein kinase IOS1",86208,"MSTRG.29194","t20","up","LRR receptor-like serine/threonine-protein kinase IOS1","GO:0016021,GO:0005524,GO:0004674"
100781974,"LOC100781974","GLYMA_16G017200","soluble inorganic pyrophosphatase 1",91911,"MSTRG.31075","t20","up","soluble inorganic pyrophosphatase 1","NA"
100782104,"LOC100782104","GLYMA_13G095200","probable xyloglucan endotransglucosylase/hydrolase protein 23",74643,"MSTRG.25204","t20","up","probable xyloglucan endotransglucosylase/hydrolase protein 23","GO:0048046,GO:0004553,GO:0016762,GO:0042546,GO:0071555,GO:0010411"
100782266,"CRK70","GLYMA_20G137900, GmCRK70","cysteine-rich receptor-like protein kinase",116216,"MSTRG.39210","t20","up","cysteine-rich receptor-like protein kinase","GO:0016021,GO:0005886,GO:0005524,GO:0004674,GO:0006468"
100782656,"LOC100782656","GLYMA_13G058400","membrane-anchored ubiquitin-fold protein 1",73911,"MSTRG.24941","t20","up","membrane-anchored ubiquitin-fold protein 1","GO:0005886"
100782656,"LOC100782656","GLYMA_13G058400","membrane-anchored ubiquitin-fold protein 1",73912,"MSTRG.24941","t20","up","membrane-anchored ubiquitin-fold protein 1","GO:0005886"
100782656,"LOC100782656","GLYMA_13G058400","membrane-anchored ubiquitin-fold protein 1",73914,"MSTRG.24941","t20","up","membrane-anchored ubiquitin-fold protein 1","GO:0005886"
100782800,"CRK71","GLYMA_20G138100, GmCRK71","cysteine-rich receptor-like protein kinase",116220,"MSTRG.39211","t20","up","cysteine-rich receptor-like protein kinase","GO:0016021,GO:0005886,GO:0005524,GO:0004674,GO:0006468"
100783376,"LOC100783376","GLYMA_14G016300","zinc finger CCCH domain-containing protein 29",81050,"MSTRG.27567","t20","up","zinc finger CCCH domain-containing protein 29","GO:0046872,GO:0060255,GO:0051171,GO:0080090"
100783382,"LOC100783382","GLYMA_07G086500","kinesin-like protein KIN-13B",37502,"MSTRG.12751","t20","up","kinesin-like protein KIN-13B","GO:0005874,GO:0005524,GO:0008017,GO:0003777,GO:0007018"
100783626,"LOC100783626","GLYMA_10G116600","AP2-like ethylene-responsive transcription factor TOE3",57638,"MSTRG.19519","t20","up","AP2-like ethylene-responsive transcription factor TOE3","GO:0005634,GO:0003677,GO:0003700"
100783889,"LOC100783889","GLYMA_05G001500","uncharacterized LOC100783889",23215,"MSTRG.7906","t20","up","uncharacterized LOC100783889","NA"
100784098,"LOC100784098","GLYMA_15G171000","IQ domain-containing protein IQM1",89259,"MSTRG.30323","t20","up","IQ domain-containing protein IQM1","GO:0005634"
100784166,"LOC100784166","GLYMA_02G029200","protein JINGUBANG",5944,"MSTRG.2064","t20","up","protein JINGUBANG","NA"
100784249,"LOC100784249","GLYMA_13G095100","probable xyloglucan endotransglucosylase/hydrolase protein 23",74641,"MSTRG.25203","t20","up","probable xyloglucan endotransglucosylase/hydrolase protein 23","NA"
100784422,"LOC100784422","GLYMA_13G087800","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase 1",74483,"MSTRG.25145","t20","up","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase 1","GO:0004619,GO:0006096"
100784422,"LOC100784422","GLYMA_13G087800","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase 1",74481,"MSTRG.25145","t20","up","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase 1","GO:0004619,GO:0006096"
100784637,"LOC100784637","GLYMA_08G074200","J domain-containing protein",43067,"MSTRG.14668","t20","up","J domain-containing protein","GO:0009507,GO:0061077"
100784766,"LOC100784766","GLYMA_20G030600","uncharacterized LOC100784766",113868,"MSTRG.38513","t20","up","uncharacterized LOC100784766","GO:0016021"
100784859,"LOC100784859","","uncharacterized LOC100784859",5706,"MSTRG.1977","t20","up","uncharacterized LOC100784859","NA"
100784908,"LOC100784908","GLYMA_11G109800","uncharacterized LOC100784908",63918,"MSTRG.21827","t20","up","uncharacterized LOC100784908","GO:0046872"
100784964,"LOC100784964","GLYMA_13G365000","uncharacterized LOC100784964",80538,"MSTRG.27365","t20","up","uncharacterized LOC100784964","NA"
100784972,"LOC100784972","GLYMA_14G099200","thermospermine synthase ACAULIS5",82897,"MSTRG.28235","t20","up","thermospermine synthase ACAULIS5","GO:0010487,GO:0006596"
100785655,"LOC100785655","GLYMA_05G043900","BTB/POZ and TAZ domain-containing protein 1",24133,"MSTRG.8245","t20","up","BTB/POZ and TAZ domain-containing protein 1","NA"
100786800,"LOC100786800","GLYMA_09G026900","berberine bridge enzyme-like 13",49928,"MSTRG.17011","t20","up","berberine bridge enzyme-like 13","GO:0071949,GO:0016491"
100787229,"LOC100787229","GLYMA_12G222500","CBS domain-containing protein CBSX5",72058,"MSTRG.24468","t20","up","CBS domain-containing protein CBSX5","GO:0005737,GO:0031588,GO:0005634,GO:0016208,GO:0019901,GO:0019887,GO:0042149,GO:0006468,GO:0050790"
100787267,"LOC100787267","GLYMA_06G265700","dihydroflavonol-4-reductase-like",34496,"MSTRG.11691","t20","up","dihydroflavonol-4-reductase-like","GO:0003824"
100787515,"LOC100787515","GLYMA_17G021100","uncharacterized protein At4g15545",96530,"MSTRG.32637","t20","up","uncharacterized protein At4g15545","GO:0005886"
100787739,"LOC100787739","GLYMA_04G075800","uncharacterized LOC100787739",19009,"MSTRG.6573","t20","up","uncharacterized LOC100787739","NA"
100787772,"LOC100787772","GLYMA_13G219900","transcription factor TCP2",77450,"MSTRG.26220","t20","up","transcription factor TCP2","GO:0005634,GO:0003700,GO:0043565,GO:2000032"
100788062,"LOC100788062","GLYMA_10G079900","NDR1/HIN1-like protein 10",56767,"MSTRG.19337","t20","up","NDR1/HIN1-like protein 10","GO:0046658,GO:0016021,GO:0009506,GO:0098542"
100788877,"LOC100788877","GLYMA_07G249900","uncharacterized LOC100788877",40925,"MSTRG.13845","t20","up","uncharacterized LOC100788877","GO:0009507,GO:0003690,GO:0009658,GO:0032502,GO:0006353,GO:0006355"
100788917,"LOC100788917","GLYMA_09G197100","glutamate receptor 3.6",53215,"MSTRG.18048","t20","up","glutamate receptor 3.6","GO:0016021,GO:0005886,GO:0015276,GO:0038023,GO:0004930"
100789223,"LOC100789223","GLYMA_14G217900","filament-like plant protein 4",85506,"MSTRG.28953","t20","up","filament-like plant protein 4","NA"
100790504,"LOC100790504","GLYMA_01G023600","kinesin-like protein KIN-14B",714,"MSTRG.300","t20","up","kinesin-like protein KIN-14B","GO:0005524,GO:0008017,GO:0003777,GO:0009904,GO:0007018"
100790989,"LOC100790989","GLYMA_15G258100","LOB domain-containing protein 4-like",91209,"MSTRG.30788","t20","up","LOB domain-containing protein 4-like","NA"
100791093,"LOC100791093","GLYMA_11G239900","uncharacterized LOC100791093",66957,"MSTRG.22840","t20","up","uncharacterized LOC100791093","NA"
100791253,"LOC100791253","GLYMA_18G260700","probable calcium-binding protein CML46",106884,"MSTRG.36123","t20","up","probable calcium-binding protein CML46","GO:0005509"
100791492,"LOC100791492","GLYMA_13G338300","zinc transporter 1",79956,"MSTRG.27140","t20","up","zinc transporter 1","GO:0016021,GO:0016020,GO:0005385,GO:0071577"
100792313,"LOC100792313","GLYMA_03G085500","GTP cyclohydrolase 1",13686,"MSTRG.4614","t20","up","GTP cyclohydrolase 1","GO:0005737,GO:0005525,GO:0003934,GO:0008270,GO:0035998,GO:0006729,GO:0046654"
100792511,"LOC100792511","GLYMA_04G040300","transferase family protein",18233,"MSTRG.6293","t20","up","transferase family protein","GO:0016747"
100792830,"LOC100792830","GLYMA_18G020600","uncharacterized LOC100792830",102170,"MSTRG.34636","t20","up","uncharacterized LOC100792830","NA"
100792839,"LOC100792839","GLYMA_10G018000","magnesium/proton exchanger",55470,"MSTRG.18892","t20","up","magnesium/proton exchanger","GO:0016021,GO:0016020,GO:0015491,GO:0030001"
100792931,"LOC100792931","GLYMA_07G266500","scarecrow-like protein 13-like",41274,"MSTRG.13983","t20","up","scarecrow-like protein 13-like","GO:0005634,GO:0003700,GO:0043565,GO:0006355"
100792940,"LOC100792940","GLYMA_15G017000","protein NRT1/ PTR FAMILY 1.2",86099,"MSTRG.29163","t20","up","protein NRT1/ PTR FAMILY 1.2","GO:0016021,GO:0005886,GO:0022857,GO:0006857"
100793120,"LOC100793120","GLYMA_08G093200","type IV inositol polyphosphate 5-phosphatase 9",43444,"MSTRG.14806","t20","up","type IV inositol polyphosphate 5-phosphatase 9","GO:0016791,GO:0046856"
100793208,"LOC100793208","GLYMA_04G2543001, GmSHMT04n","serine hydroxymethyltransferase 7",22930,"MSTRG.7766","t20","up","serine hydroxymethyltransferase 7","NA"
100793275,"LOC100793275","GLYMA_14G118200","F-box protein SKP2B-like",84190,"MSTRG.28526","t20","up","F-box protein SKP2B-like","GO:0019005,GO:0031146"
100793416,"LOC100793416","GLYMA_05G177500","probable LRR receptor-like serine/threonine-protein kinase At5g10290",27154,"MSTRG.9171","t20","up","probable LRR receptor-like serine/threonine-protein kinase At5g10290","GO:0016021,GO:0005524,GO:0004672"
100793498,"LOC100793498","GLYMA_02G264200","U-box domain-containing protein 1",10939,"MSTRG.3731","t20","up","U-box domain-containing protein 1","NA"
100794206,"LOC100794206","GLYMA_17G234000","protein SOB FIVE-LIKE 5",101186,"MSTRG.34247","t20","up","protein SOB FIVE-LIKE 5","GO:0009691,GO:0009736"
100794566,"LOC100794566","GLYMA_02G275900","protein kinase superfamily protein",11156,"MSTRG.3822","t20","up","protein kinase superfamily protein","GO:0005524,GO:0106310,GO:0004674,GO:0004712,GO:0007165"
100794600,"LOC100794600","GLYMA_19G011700","alpha-dioxygenase 1",107997,"MSTRG.36524","t20","up","alpha-dioxygenase 1","GO:0020037,GO:0016702,GO:0004601,GO:0006979"
100794625,"LOC100794625","GLYMA_20G125000","uncharacterized LOC100794625",115943,"MSTRG.39108","t20","up","uncharacterized LOC100794625","GO:0016021"
100795131,"LOC100795131","GLYMA_04G078100","uncharacterized LOC100795131",19057,"MSTRG.6593","t20","up","uncharacterized LOC100795131","GO:0016021"
100795759,"LOC100795759","GLYMA_08G214600","topless-related protein 1",46034,"MSTRG.15770","t20","up","topless-related protein 1","GO:0009791,GO:0006355,GO:0048608,GO:0048367"
100795896,"LOC100795896","GLYMA_13G204400","transcription factor bHLH130",77107,"MSTRG.26093","t20","up","transcription factor bHLH130","GO:0005634,GO:0000981,GO:0046983,GO:0000978,GO:0006357"
100796491,"LOC100796491","GLYMA_02G245700","probable calcium-binding protein CML18",10587,"MSTRG.3596","t20","up","probable calcium-binding protein CML18","GO:0005509"
100796620,"LOC100796620","GLYMA_07G127800","uncharacterized LOC100796620",38376,"MSTRG.13040","t20","up","uncharacterized LOC100796620","GO:0008104,GO:0015031"
100796730,"LOC100796730","GLYMA_12G157700","polynucleotide 3'-phosphatase ZDP",70638,"MSTRG.23998","t20","up","polynucleotide 3'-phosphatase ZDP","GO:0005634,GO:0003690,GO:0046404,GO:0046403,GO:0008270,GO:0006281,GO:0046939"
100796843,"LOC100796843","GLYMA_17G093900","two-component response regulator ARR5",98090,"MSTRG.33250","t20","up","two-component response regulator ARR5","GO:0016301,GO:0000160"
100797211,"LOC100797211","GLYMA_10G204100","lysine histidine transporter-like 6",59580,"MSTRG.20152","t20","up","lysine histidine transporter-like 6","GO:0016021,GO:0005886,GO:0015293,GO:0006865,GO:0009734"
100797418,"LOC100797418","GLYMA_03G202300","BEL1-like homeodomain protein 1",16037,"MSTRG.5426","t20","up","BEL1-like homeodomain protein 1","GO:0005634,GO:0000981,GO:0000978,GO:0006357"
100797572,"LOC100797572","GLYMA_02G055500","U-box domain-containing protein 5",6525,"MSTRG.2278","t20","up","U-box domain-containing protein 5","NA"
100798018,"LOC100798018","GLYMA_13G253500","transcription factor bHLH25",78147,"MSTRG.26481","t20","up","transcription factor bHLH25","GO:0005634,GO:0046983"
100798036,"LOC100798036","GLYMA_07G134500","uncharacterized LOC100798036",38515,"MSTRG.13096","t20","up","uncharacterized LOC100798036","GO:0009535,GO:0016021"
100798318,"LOC100798318","GLYMA_11G171400","asparagine synthetase [glutamine-hydrolyzing] 2",65813,"MSTRG.22481","t20","up","asparagine synthetase [glutamine-hydrolyzing] 2","NA"
100798343,"LOC100798343","GLYMA_20G092900","putative nuclear envelope-associated protein",115226,"MSTRG.38838","t20","up","putative nuclear envelope-associated protein","NA"
100799244,"LOC100799244","GLYMA_13G354100","auxin-responsive protein IAA26",80328,"MSTRG.27282","t20","up","auxin-responsive protein IAA26","GO:0005634,GO:0009734,GO:0006355"
100799248,"LOC100799248","GLYMA_06G289300","transcription activator GLK1-like",34843,"MSTRG.11806","t20","up","transcription activator GLK1-like","GO:0005634,GO:0003677,GO:0003700,GO:0045893"
100799411,"LOC100799411","GLYMA_13G110700","serine/threonine-protein kinase RIPK",75062,"MSTRG.25331","t20","up","serine/threonine-protein kinase RIPK","GO:0005524,GO:0004672"
100799752,"LOC100799752","GLYMA_05G094400","mitogen-activated protein kinase kinase kinase 20",25417,"MSTRG.8560","t20","up","mitogen-activated protein kinase kinase kinase 20","GO:0005524,GO:0004674"
100799838,"LOC100799838","GLYMA_17G011600","S-type anion channel SLAH4",96360,"MSTRG.32547","t20","up","S-type anion channel SLAH4","GO:0016021,GO:0005886,GO:0008308,GO:0006873"
100799947,"LOC100799947","GLYMA_06G310700","WAT1-related protein At5g07050",35229,"MSTRG.11954","t20","up","WAT1-related protein At5g07050","GO:0016021,GO:0005886,GO:0022857"
100799978,"LOC100799978","GLYMA_15G108700","5'-adenylylsulfate reductase 3, chloroplastic",88061,"MSTRG.29884","t20","up","5'-adenylylsulfate reductase 3, chloroplastic","NA"
100800017,"LOC100800017","GLYMA_17G064900","probable xyloglucan endotransglucosylase/hydrolase protein 23-like",97485,"MSTRG.33021","t20","up","probable xyloglucan endotransglucosylase/hydrolase protein 23-like","GO:0048046,GO:0004553,GO:0016762,GO:0042546,GO:0071555,GO:0010411"
100800156,"LOC100800156","GLYMA_08G297100","uncharacterized LOC100800156",47852,"MSTRG.16292","t20","up","uncharacterized LOC100800156","GO:0005737,GO:0003729,GO:0003727,GO:0045182,GO:0008270,GO:2000767"
100800632,"LOC100800632","GLYMA_05G082200","probable disease resistance protein At5g66900",25219,"MSTRG.8531","t20","up","probable disease resistance protein At5g66900","GO:0043531,GO:0050832"
100800707,"LOC100800707","GLYMA_01G015000","inactive poly [ADP-ribose] polymerase RCD1",525,"MSTRG.229","t20","up","inactive poly [ADP-ribose] polymerase RCD1","GO:0003950"
100800861,"LOC100800861","GLYMA_07G072700","DEAD-box ATP-dependent RNA helicase 8",37202,"MSTRG.12648","t20","up","DEAD-box ATP-dependent RNA helicase 8","GO:0010494,GO:0000932,GO:0005524,GO:0016787,GO:0003729,GO:0003724,GO:0033962,GO:0034063"
100801250,"LOC100801250","GLYMA_01G204600","glutamate dehydrogenase 2",4463,"MSTRG.1486","t20","up","glutamate dehydrogenase 2","GO:0005739,GO:0004352,GO:0000166,GO:0006538"
100801386,"LOC100801386","GLYMA_13G355000","ABC transporter G family member 36",80350,"MSTRG.27289","t20","up","ABC transporter G family member 36","GO:0016021,GO:0005886,GO:0140359,GO:0005524"
100801386,"LOC100801386","GLYMA_13G355000","ABC transporter G family member 36",80349,"MSTRG.27289","t20","up","ABC transporter G family member 36","GO:0016021,GO:0005886,GO:0140359,GO:0005524"
100801838,"TGA05","GLYMA_03G128200, GmTGA05","bZIP transcription factor 5",14483,"MSTRG.4857","t20","up","bZIP transcription factor 5","GO:0043565,GO:0006351"
100802677,"LOC100802677","GLYMA_16G022400","calcium-binding protein KIC",92033,"MSTRG.31113","t20","up","calcium-binding protein KIC","GO:0005509"
100802764,"LOC100802764","GLYMA_11G049300","LOB domain-containing protein 38",62699,"MSTRG.21326","t20","up","LOB domain-containing protein 38","GO:0010468"
100803062,"LOC100803062","GLYMA_18G153800","uncharacterized protein At5g65660",104811,"MSTRG.35473","t20","up","uncharacterized protein At5g65660","GO:0016021"
100803643,"LOC100803643","GLYMA_04G055700","F-box/LRR-repeat protein 15",18540,"MSTRG.6407","t20","up","F-box/LRR-repeat protein 15","GO:0010252,GO:1905393"
100804903,"LOC100804903","GLYMA_05G035000","nucleobase-ascorbate transporter 6",23950,"MSTRG.8179","t20","up","nucleobase-ascorbate transporter 6","GO:0016021,GO:0022857"
100805180,"LOC100805180","GLYMA_10G284400","serine/threonine-protein kinase STY46",61275,"MSTRG.20791","t20","up","serine/threonine-protein kinase STY46","GO:0005524,GO:0004672,GO:0004674"
100805188,"LOC100805188","GLYMA_18G172600","protein SULFUR DEFICIENCY-INDUCED 1",105195,"MSTRG.35559","t20","up","protein SULFUR DEFICIENCY-INDUCED 1","NA"
100805895,"LOC100805895","GLYMA_09G274000, WRKY","probable WRKY transcription factor 70-like",54752,"MSTRG.18642","t20","up","probable WRKY transcription factor 70-like","GO:0005634,GO:0003700,GO:0043565"
100805946,"LOC100805946","GLYMA_11G194900","cell division cycle protein 48 homolog",65236,"MSTRG.22316","t20","up","cell division cycle protein 48 homolog","GO:0005829,GO:0005634,GO:0034098,GO:0005524,GO:0016887,GO:0031593,GO:0097352,GO:0071712,GO:0051228,GO:0030970,GO:0030433"
100806032,"LOC100806032","GLYMA_15G092500","transcription factor TCP2",87743,"MSTRG.29755","t20","up","transcription factor TCP2","GO:0005634,GO:0003700,GO:0043565,GO:2000032"
100806690,"LOC100806690","GLYMA_06G072500","coiled-coil domain-containing protein 93",30266,"MSTRG.10324","t20","up","coiled-coil domain-containing protein 93","NA"
100807214,"LOC100807214","GLYMA_05G070400","type I inositol polyphosphate 5-phosphatase 2",24741,"MSTRG.8434","t20","up","type I inositol polyphosphate 5-phosphatase 2","GO:0034485,GO:0004439,GO:0046856"
100807570,"LOC100807570","GLYMA_20G224700","transcription factor UNE12",118041,"MSTRG.39887","t20","up","transcription factor UNE12","GO:0005634,GO:0000981,GO:0046983,GO:0000978,GO:0006357"
100807677,"LOC100807677","GLYMA_18G017500","uncharacterized LOC100807677",102122,"MSTRG.34607","t20","up","uncharacterized LOC100807677","NA"
100808791,"LOC100808791","GLYMA_12G042400","glucose-1-phosphate adenylyltransferase large subunit 1",68338,"MSTRG.23308","t20","up","glucose-1-phosphate adenylyltransferase large subunit 1","GO:0009507,GO:0005524,GO:0008878,GO:0005978,GO:0019252"
100809258,"LOC100809258","GLYMA_02G195400","syntaxin-121",9570,"MSTRG.3213","t20","up","syntaxin-121","GO:0012505,GO:0016021,GO:0005886,GO:0031201,GO:0005484,GO:0000149,GO:0006887,GO:0006886,GO:0048278,GO:0006906"
