"uid","gene_name","alias","desc","id","gene_id","group","expression","GENENAME","GO"
547563,"LOC547563","GLYMA_16G215100","resistance protein MG13",95909,"MSTRG.32391","t40","up",NA,NA
547566,"LOC547566","GLYMA_03G253200","indole-3-acetic acid induced protein ARG-2 homolog",17125,"MSTRG.5853","t40","up","indole-3-acetic acid induced protein ARG-2 homolog","NA"
547584,"GSTU42","GLYMA_10G192900","glutathione S-transferase GST 15",59359,"MSTRG.20074","t40","up",NA,NA
547596,"PTI1B","GLYMA_17G039800","Pti1 kinase-like protein",96924,"MSTRG.32801","t40","up",NA,NA
547622,"DREB1-like","GLYMA_09G147200, CBF, DREB1","CRT binding factor 1",52262,"MSTRG.17706","t40","up",NA,NA
547630,"LOC547630","GLYMA_09G004400","adenosine 5'-phosphosulfate reductase",49440,"MSTRG.16830","t40","up","adenosine 5'-phosphosulfate reductase","GO:0016671,GO:0019419"
547648,"LOC547648","GLYMA_20G144800","uncharacterized LOC547648",116370,"MSTRG.39263","t40","up",NA,NA
547659,"LOC547659","GLYMA_01G172600, GmIFR, IFR1","NADPH:isoflavone reductase",3848,"MSTRG.1227","t40","up",NA,NA
547660,"LOC547660","GLYMA_18G220600","2'-hydroxydihydrodaidzein reductase",106130,"MSTRG.35845","t40","up",NA,NA
547668,"LOC547668","GLYMA_15G042000, NDX1","nodulin homeobox",86696,"MSTRG.29373","t40","up",NA,NA
547685,"NRP-A","GLYMA_20G066100, NRP","N-rich protein",114662,"MSTRG.38679","t40","up","N-rich protein","GO:0005737,GO:0034976,GO:0009414"
547691,"LOC547691","GLYMA_07G165700","uncharacterized LOC547691",39198,"MSTRG.13268","t40","up",NA,NA
547692,"LOC547692","GLYMA_09G118800","uncharacterized LOC547692",51734,"MSTRG.17579","t40","up",NA,NA
547756,"PEPC4","GLYMA_12G210600","phosphoenolpyruvate carboxylase",71878,"MSTRG.24390","t40","up","phosphoenolpyruvate carboxylase","GO:0005829,GO:0008964,GO:0015977,GO:0048366,GO:0006099"
547787,"SCAM-4","GLYMA_10G178400, cam-4","calmodulin",59044,"MSTRG.19957","t40","up",NA,NA
547794,"LOC547794","GLYMA_13G333100, GmTIP1;6, TIP1-6","nodulin-26",79835,"MSTRG.27105","t40","up",NA,NA
547860,"LOX7","GLYMA_13G347800","lipoxygenase",80182,"MSTRG.27219","t40","up","lipoxygenase","GO:0005737,GO:0046872,GO:0016702,GO:0006633,GO:0031408"
547882,"SALI5-4A","GLYMA_12G217300","sali5-4a protein",71985,"MSTRG.24439","t40","up",NA,NA
547898,"LOC547898","GLYMA_12G217400","Sali3-2",71989,"MSTRG.24440","t40","up",NA,NA
547930,"4CL4","GLYMA_01G232400, 4CL, 4CL 2, Gm4CL4","4-coumarate--CoA ligase 4",5097,"MSTRG.1719","t40","up",NA,NA
547936,"GSTU47","GLYMA_15G251500, GST, GST2","glutathione transferase",91067,"MSTRG.30747","t40","up",NA,NA
547939,"LOC547939","GLYMA_10G051200","probable E3 ubiquitin-protein ligase RHG1A",56184,"MSTRG.19162","t40","up",NA,NA
548010,"1-3-1A","GLYMA_10G277800, MYB69","syringolide-induced protein 1-3-1A",61148,"MSTRG.20737","t40","up",NA,NA
548031,"LOC548031","GLYMA_05G161400, GSTU16","glutathione S-transferase GST 20",26864,"MSTRG.9050","t40","up",NA,NA
548066,"SOYSTGA","GLYMA_11G236300, BZIP52, GmTGA15, bZIP76","bZIP transcription factor",66858,"MSTRG.22812","t40","up",NA,NA
548066,"SOYSTGA","GLYMA_11G236300, BZIP52, GmTGA15, bZIP76","bZIP transcription factor",66864,"MSTRG.22812","t40","up",NA,NA
732593,"LOC732593","GLYMA_06G321600","FAD-linked oxidoreductase 2",35462,"MSTRG.12036","t40","up",NA,NA
732616,"LOC732616","GLYMA_15G222300","calcium and calcium/calmodulin-dependent serine/threonine-protein kinase",90403,"MSTRG.30589","t40","up",NA,NA
732634,"INR2","GLYMA_06G109200, BCNR-A, INR1, NR, nr2","inducible nitrate reductase 2",31096,"MSTRG.10634","t40","up",NA,NA
778055,"MYB139","GLYMA_13G333200","MYB transcription factor MYB139",79840,"MSTRG.27106","t40","up",NA,NA
778059,"CHS8","GLYMA_05G032200, GmMYB176","transcription factor MYB176",61895,"MSTRG.21019","t40","up",NA,NA
778087,"LOC778087","GLYMA_06G300100, MYB117","transcription factor MYB30",35019,"MSTRG.11875","t40","up",NA,NA
778123,"BZIP90","GLYMA_13G316900, GmTGA20, bZIP91","bZIP transcription factor",79431,"MSTRG.26969","t40","up",NA,NA
778130,"BZIP59","GLYMA_10G013300","bZIP transcription factor bZIP59",55384,"MSTRG.18853","t40","up",NA,NA
778149,"BZIP121","GLYMA_11G108100","bZIP transcription factor bZIP121",63878,"MSTRG.21812","t40","up",NA,NA
778182,"LOC778182","GLYMA_03G227700, MYB160","transcription factor MYB86",16551,"MSTRG.5643","t40","up",NA,NA
778183,"LOC778183","GLYMA_17G037500, MYB102, MYB72","transcription factor MYB108",96857,"MSTRG.32778","t40","up",NA,NA
778184,"LOC778184","GLYMA_12G104800, MYB122","transcription factor MYB30",69603,"MSTRG.23755","t40","up",NA,NA
778184,"LOC778184","GLYMA_12G104800, MYB122","transcription factor MYB30",69605,"MSTRG.23755","t40","up",NA,NA
816660,"BZIP30","AT2G21230, F7O24.5, F7O24_5, bZIP30, basic leucine-zipper 30","Basic-leucine zipper (bZIP) transcription factor family protein",14802,"MSTRG.4968","t40","up",NA,NA
817097,"matR","AT2G25580, F3N11.3, F3N11_3, mitochondrial editing factor 8","Tetratricopeptide repeat (TPR)-like superfamily protein",23154,"MSTRG.7827","t40","up",NA,NA
817646,"WRKY60","AT2G30950, F7F1.16, F7F1_16, FTSH2, VARIEGATED 2","FtsH extracellular protease family",92123,"MSTRG.31149","t40","up",NA,NA
817844,"PHT1-5","AT2G32830, F24L7.2, PHOSPHATE TRANSPORTER 5, PHT5, phosphate transporter 1;5","phosphate transporter 1;5",117605,"MSTRG.39725","t40","up",NA,NA
818395,"PHT1-1","AT2G38170, ATCAX1, F16M14.10, F16M14_10, HIGH AFFINITY CALCIUM ANTIPORTER CAX1, RARE COLD INDUCIBLE 4, RCI4, cation exchanger 1","cation exchanger 1",59219,"MSTRG.20028","t40","up",NA,NA
818429,"WRKY12","AT2G38470, ATWRKY33, T19C21.4, T19C21_4, WRKY DNA-BINDING PROTEIN 33, WRKY DNA-binding protein 33","WRKY DNA-binding protein 33",4916,"MSTRG.1650","t40","up",NA,NA
818982,"MYB92","AT2G43790, ATMAPK6, ATMPK6, F18O19.10, MAP KINASE 6, MAP kinase 6, MAPK6","MAP kinase 6",92049,"MSTRG.31118","t40","up",NA,NA
818982,"WRKY58","AT2G43790, ATMAPK6, ATMPK6, F18O19.10, MAP KINASE 6, MAP kinase 6, MAPK6","MAP kinase 6",22254,"MSTRG.7509","t40","up",NA,NA
818982,"WRKY39","AT2G43790, ATMAPK6, ATMPK6, F18O19.10, MAP KINASE 6, MAP kinase 6, MAPK6","MAP kinase 6",10300,"MSTRG.3479","t40","up",NA,NA
818982,"WRKY34","AT2G43790, ATMAPK6, ATMPK6, F18O19.10, MAP KINASE 6, MAP kinase 6, MAPK6","MAP kinase 6",41203,"MSTRG.13948","t40","up",NA,NA
818982,"ERF6","AT2G43790, ATMAPK6, ATMPK6, F18O19.10, MAP KINASE 6, MAP kinase 6, MAPK6","MAP kinase 6",72143,"MSTRG.24503","t40","up",NA,NA
818982,"WRKY55","AT2G43790, ATMAPK6, ATMPK6, F18O19.10, MAP KINASE 6, MAP kinase 6, MAPK6","MAP kinase 6",36885,"MSTRG.12536","t40","up",NA,NA
819210,"BZIP3","AT2G46020, ARABIDOPSIS THALIANA BRAHMA, ATBRM, BRAHMA, CHA2, CHR2, CHROMATIN REMODELING 2, T3F17.33","transcription regulatory protein SNF2",85490,"MSTRG.28946","t40","up",NA,NA
819331,"GOLS","AT2G47180, AtGolS1, T8I13.2, galactinol synthase 1","galactinol synthase 1",58294,"MSTRG.19684","t40","up",NA,NA
823706,"WRKY47","AT3G45640, ATMAPK3, ATMPK3, T6D9.4, mitogen-activated protein kinase 3","mitogen-activated protein kinase 3",50627,"MSTRG.17269","t40","up",NA,NA
826409,"WRKY19","AT4G08500, ARAKIN, ATMEKK1, MAPK/ERK kinase kinase 1, MAPKKK8, T15F16.5, T15F16_5","MAPK/ERK kinase kinase 1",65637,"MSTRG.22444","t40","up",NA,NA
826796,"CRK39","AT4G11890, ABA- AND  OSMOTIC-STRESS-INDUCIBLE RECEPTOR-LIKE CYTOSOLIC KINASE1, CRK45, T26M18.100, T26M18_100, cysteine-rich receptor-like protein kinase 45","Protein kinase superfamily protein",66258,"MSTRG.22577","t40","up",NA,NA
826983,"AMT1.1","AT4G13510, ARABIDOPSIS THALIANA AMMONIUM TRANSPORT 1, ATAMT1, ATAMT1;1, T6G15.60, T6G15_60, ammonium transporter 1;1","ammonium transporter 1;1",115020,"MSTRG.38762","t40","up",NA,NA
827872,"CRK27","AT4G21230, F7J7.170, F7J7_170, cysteine-rich RLK (RECEPTOR-like protein kinase) 27","cysteine-rich RLK (RECEPTOR-like protein kinase) 27",66198,"MSTRG.22566","t40","up",NA,NA
827885,"PUB8","AT4G21350, B80, T6K22.80, T6K22_80, plant U-box 8","plant U-box 8",9580,"MSTRG.3216","t40","up",NA,NA
828415,"CRK8","AT4G23160, F21P8.50, F21P8_50, cysteine-rich RLK (RECEPTOR-like protein kinase) 8","cysteine-rich RECEPTOR-like kinase",20131,"MSTRG.6900","t40","up",NA,NA
829036,"IQD25","AT4G29150, F19B15.180, F19B15_180, IQ-domain 25","IQ-domain 25",39993,"MSTRG.13495","t40","up",NA,NA
830996,"NRT2","AT5G11260, BZIP TRANSCRIPTION FACTOR HY5, ELONGATED HYPOCOTYL 5, F2I11.150, F2I11_150, REVERSAL OF THE DET PHENOTYPE 5, TED 5","Basic-leucine zipper (bZIP) transcription factor family protein",79607,"MSTRG.27026","t40","up",NA,NA
830996,"WRKY36","AT5G11260, BZIP TRANSCRIPTION FACTOR HY5, ELONGATED HYPOCOTYL 5, F2I11.150, F2I11_150, REVERSAL OF THE DET PHENOTYPE 5, TED 5","Basic-leucine zipper (bZIP) transcription factor family protein",79291,"MSTRG.26914","t40","up",NA,NA
833836,"WRKY35","AT5G38480, GF14PSI ISOFORM, MXI10.21, MXI10_21, RCI1, general regulatory factor 3","general regulatory factor 3",48437,"MSTRG.16494","t40","up",NA,NA
833957,"NAC6","AT5G39610, ANAC092, ATNAC2, ATNAC6, Arabidopsis NAC domain containing protein 92, MIJ24.11, MIJ24_11, NAC domain containing protein  2, NAC domain containing protein  6, NAC domain containing protein 2, NAC domain containing protein 6, NAC2, ORE1, ORESARA 1","NAC domain containing protein 6",67912,"MSTRG.23170","t40","up",NA,NA
834354,"PHT1-3","AT5G43360, ATPT4, MWF20.5, MWF20_5, PHOSPHATE TRANSPORTER 3, PHT3, phosphate transporter 1;3","phosphate transporter 1;3",55230,"MSTRG.18792","t40","up",NA,NA
834355,"PHT1-2","AT5G43370, APT1, ARABIDOPSIS PHOSPHATE TRANSPORTER 1, MWF20.6, MWF20_6, PHOSPHATE TRANSPORTER 2, PHT2, phosphate transporter 2","phosphate transporter 2",15211,"MSTRG.5114","t40","up",NA,NA
834367,"LOC100778851","AT5G43470, DISEASE RESISTANCE PROTEIN RPP8, HRT, HYPERSENSITIVE RESPONSE TO TCV, MWF20.19, MWF20_19, RCY1, RECOGNITION OF PERONOSPORA PARASITICA 8, RESISTANT TO CMV(Y) 1","Disease resistance protein (CC-NBS-LRR class) family",21216,"MSTRG.7161","t40","up",NA,NA
834623,"GA2OX6","AT5G45830, ATDOG1, DELAY OF GERMINATION 1, GAAS5, GLUCOSE SENSING QTL 5, GSQ5, K15I22.3, K15I22_3, germination ability after storage 5","delay of germination 1",78275,"MSTRG.26529","t40","up",NA,NA
834676,"SARK","AT5G46330, FLAGELLIN-SENSITIVE 2, MPL12.13, MPL12.8, MPL12_13","Leucine-rich receptor-like protein kinase family protein",78404,"MSTRG.26578","t40","up",NA,NA
835318,"CRK42","AT5G52420, K24M7.17, K24M7_17","uncharacterized protein",76819,"MSTRG.25984","t40","up",NA,NA
837997,"MYB124","AT1G14350, AtMYB124, F14L17.12, F14L17_12, FOUR LIPS, MYB124, myb domain protein 124","Duplicated homeodomain-like superfamily protein",29550,"MSTRG.10049","t40","up",NA,NA
838505,"WRKY27","AT1G19220, ARF11, AUXIN RESPONSE FACTOR11, IAA22, T29M8.9, T29M8_9, auxin response factor 19, indole-3-acetic acid inducible 22","auxin response factor 19",85799,"MSTRG.29040","t40","up",NA,NA
838883,"MYB73","AT1G22770, FB, GIGANTEA, T22J18.6, T22J18_6","gigantea protein (GI)",35056,"MSTRG.11891","t40","up",NA,NA
839141,"WRKY10","AT1G25540, F2J7.4, F2J7_4, MED25, PHYTOCHROME AND FLOWERING TIME 1, mediator 25","phytochrome and flowering time regulatory protein (PFT1)",106479,"MSTRG.35966","t40","up",NA,NA
839602,"GSTU13","AT1G27130, ATGSTU13, GLUTATHIONE S-TRANSFERASE 12, GST12, T7N9.190, T7N9_190, glutathione S-transferase tau 13","glutathione S-transferase tau 13",13361,"MSTRG.4537","t40","up",NA,NA
839893,"WRKY57","AT1G30135, TIFY5A, jasmonate-zim-domain protein 8","jasmonate-zim-domain protein 8",106001,"MSTRG.35792","t40","up",NA,NA
840119,"SYP24","AT1G32270, F27G20.2, SYNTAXIN 24, SYP24","syntaxin",111928,"MSTRG.37788","t40","up",NA,NA
840158,"MYB29","AT1G32640, ATMYC2, F6N18.4, F6N18_4, JAI1, JASMONATE INSENSITIVE 1, JIN1, RD22BP1, ZBF1","Basic helix-loop-helix (bHLH) DNA-binding family protein",59096,"MSTRG.19981","t40","up",NA,NA
840452,"WRKY49","AT1G35560, AtTCP23, F15O4.35, TCP domain protein 23, TCP23","TCP family transcription factor",85143,"MSTRG.28812","t40","up",NA,NA
841262,"AGO5","AT1G48410, ARGONAUTE 1, AtAGO1, ICU9, T1N15.2, T1N15_2","Stabilizer of iron transporter SufD / Polynucleotidyl transferase",65148,"MSTRG.22285","t40","up",NA,NA
842703,"WRKY56","AT1G64000, ATWRKY56, F22C12.23, F22C12_23, WRKY DNA-binding protein 56","WRKY DNA-binding protein 56",46112,"MSTRG.15798","t40","up",NA,NA
842703,"WRKY56","AT1G64000, ATWRKY56, F22C12.23, F22C12_23, WRKY DNA-binding protein 56","WRKY DNA-binding protein 56",46110,"MSTRG.15798","t40","up",NA,NA
842733,"WRKY46","AT1G64280, ARABIDOPSIS NONEXPRESSER OF PR GENES 1, ATNPR1, F15H21.6, F15H21_6, NIM1, NON-INDUCIBLE IMMUNITY 1, NONEXPRESSER OF PR GENES 1, REGULATORY PROTEIN NPR1, SAI1, SALICYLIC ACID INSENSITIVE 1","regulatory protein (NPR1)",41981,"MSTRG.14244","t40","up",NA,NA
842733,"WRKY6","AT1G64280, ARABIDOPSIS NONEXPRESSER OF PR GENES 1, ATNPR1, F15H21.6, F15H21_6, NIM1, NON-INDUCIBLE IMMUNITY 1, NONEXPRESSER OF PR GENES 1, REGULATORY PROTEIN NPR1, SAI1, SALICYLIC ACID INSENSITIVE 1","regulatory protein (NPR1)",44545,"MSTRG.15222","t40","up",NA,NA
842733,"WRKY62","AT1G64280, ARABIDOPSIS NONEXPRESSER OF PR GENES 1, ATNPR1, F15H21.6, F15H21_6, NIM1, NON-INDUCIBLE IMMUNITY 1, NONEXPRESSER OF PR GENES 1, REGULATORY PROTEIN NPR1, SAI1, SALICYLIC ACID INSENSITIVE 1","regulatory protein (NPR1)",102905,"MSTRG.34909","t40","up",NA,NA
842733,"WRKY53","AT1G64280, ARABIDOPSIS NONEXPRESSER OF PR GENES 1, ATNPR1, F15H21.6, F15H21_6, NIM1, NON-INDUCIBLE IMMUNITY 1, NONEXPRESSER OF PR GENES 1, REGULATORY PROTEIN NPR1, SAI1, SALICYLIC ACID INSENSITIVE 1","regulatory protein (NPR1)",109730,"MSTRG.36979","t40","up",NA,NA
842814,"4CL3","AT1G65060, 4-COUMARATE:COA LIGASE, 4-coumarate:CoA ligase 3, F16G16.6, F16G16_6","4-coumarate:CoA ligase 3",61864,"MSTRG.21009","t40","up",NA,NA
843205,"PHO1-H1","AT1G68740, F24J5.2, F24J5_2","EXS (ERD1/XPR1/SYG1) family protein",5466,"MSTRG.1864","t40","up",NA,NA
843976,"PHT1-9","AT1G76430, F15M4.7, phosphate transporter 1;9","phosphate transporter 1;9",40403,"MSTRG.13648","t40","up",NA,NA
844356,"GLYI-7","AT1G80160, F18B13.24, F18B13_24, glyoxylase I 7","Lactoylglutathione lyase / glyoxalase I family protein",41171,"MSTRG.13937","t40","up",NA,NA
850504,"CHS1","YFL039C, ABY1, END7","actin",43800,"MSTRG.14947","t40","up",NA,NA
851752,"CHS5","YDR172W, GST1, PNM2, SAL3, SUF12, SUP2, SUP36","translation termination factor GTPase eRF3",43798,"MSTRG.14945","t40","up",NA,NA
851752,"HIR3","YDR172W, GST1, PNM2, SAL3, SUF12, SUP2, SUP36","translation termination factor GTPase eRF3",23845,"MSTRG.8138","t40","up",NA,NA
851752,"HIR3","YDR172W, GST1, PNM2, SAL3, SUF12, SUP2, SUP36","translation termination factor GTPase eRF3",23847,"MSTRG.8138","t40","up",NA,NA
851752,"CHS6","YDR172W, GST1, PNM2, SAL3, SUF12, SUP2, SUP36","translation termination factor GTPase eRF3",50888,"MSTRG.17359","t40","up",NA,NA
852457,"CHS3","YBR160W, CDK1, HSL5, SRM5","cyclin-dependent serine/threonine-protein kinase CDC28",43799,"MSTRG.14946","t40","up",NA,NA
852457,"CHS2","YBR160W, CDK1, HSL5, SRM5","cyclin-dependent serine/threonine-protein kinase CDC28",26688,"MSTRG.8971","t40","up",NA,NA
852848,"CAT4","YGL035C, CAT4, SSN1, TDS22","transcription factor MIG1",17774,"MSTRG.6093","t40","up",NA,NA
855104,"IFS2","YMR080C, IFS2, MOF4, SUP113, SUT2, UPF1","ATP-dependent RNA helicase NAM7",76485,"MSTRG.25867","t40","up",NA,NA
855228,"AOS1","YMR190C","ATP-dependent DNA helicase SGS1",82376,"MSTRG.28021","t40","up",NA,NA
887309,"ACCA-1","Rv2501c, bccA","acetyl/propionyl-CoA carboxylase subuit alpha",105624,"MSTRG.35683","t40","up",NA,NA
951475,"RAV","HCVgp1","polyprotein;protein F",59585,"MSTRG.20154","t40","up",NA,NA
2541633,"PRP1","SPAC664.01c, SPAC824.10c","chromodomain protein Swi6",51200,"MSTRG.17443","t40","up",NA,NA
2745879,"WI12","AT3G10985, ARABIDOPSIS THALIANA WOUND-INDUCED PROTEIN 12, ATWI-12, WI12, WOUND-INDUCED PROTEIN 12, senescence associated gene 20","senescence associated gene 20",102217,"MSTRG.34654","t40","up",NA,NA
4327651,"WRKY5","OSNPB_010584900, P0712E02.9, WRKY5","WRKY transcription factor SUSIBA2",2907,"MSTRG.903","t40","up",NA,NA
4327651,"WRKY5","OSNPB_010584900, P0712E02.9, WRKY5","WRKY transcription factor SUSIBA2",2908,"MSTRG.903","t40","up",NA,NA
4344063,"HSF-19","OSNPB_070640900, HSF12, HSF19, HSFB4B, OJ1340_C08.141-1, OJ1340_C08.141-2, OsHSF12, OsHsf-19, rHsf12","heat stress transcription factor B-4b-like",60327,"MSTRG.20418","t40","up",NA,NA
7444101,"HSF-32","THAPS_6935","HSF32, heat shock transcription factor DNA-binding domain-containing protein, DNA binding, transcription factor",95526,"MSTRG.32246","t40","up",NA,NA
100037453,"KASII-B","GLYMA_13G112700","plastid 3-keto-acyl-ACP synthase II-B",75103,"MSTRG.25349","t40","up",NA,NA
100037460,"LOC100037460","GLYMA_02G257200","phosphatidylinositol-specific phospholipase C",10818,"MSTRG.3679","t40","up",NA,NA
100037479,"OLPa","GLYMA_11G025600, GmOLPa","osmotin-like protein, acidic",62194,"MSTRG.21133","t40","up",NA,NA
100170751,"LOC100170751","GLYMA_05G195000, NAC32","NAC domain-containing protein 2",27498,"MSTRG.9307","t40","up",NA,NA
100174967,"HS1pro1","GLYMA_02G255400","nematode resistance HS1pro1 protein",10792,"MSTRG.3667","t40","up",NA,NA
100194416,"LOC100194416","GLYMA_18G220500","vestitone reductase",106128,"MSTRG.35843","t40","up",NA,NA
100301876,"LOC100301876","GLYMA_03G183900, MYB157","transcription factor RAX2",15690,"MSTRG.5276","t40","up",NA,NA
100301880,"LOC100301880","GLYMA_18G227200","peroxisomal biogenesis factor 11 family protein",106252,"MSTRG.35883","t40","up",NA,NA
100301890,"NAC35","GLYMA_15G254000","transcriptional factor NAC35",91108,"MSTRG.30759","t40","up",NA,NA
100301896,"G4DT","GLYMA_10G295300, GmPT10a, Gma.5621, PT2","Glycinol 4-dimethylallyltransferase",61524,"MSTRG.20889","t40","up",NA,NA
100301898,"GSTIR","GLYMA_02G023800, GmTIR","TIR-NBS-LRR type disease resistance protein",5840,"MSTRG.2026","t40","up",NA,NA
100305347,"LOC100305347","GLYMA_19G264200, MYB100","MYB-like transcription factor EOBI",113295,"MSTRG.38332","t40","up",NA,NA
100305351,"FAD7-1","GLYMA_18G202600, FAD7","omega-3 fatty acid desaturase",105769,"MSTRG.35719","t40","up",NA,NA
100305387,"LOC100305387","GLYMA_13G054300","FERONIA receptor-like kinase",73841,"MSTRG.24907","t40","up",NA,NA
100305390,"LOC100305390","GLYMA_01G203500","NAK-type protein kinase",4441,"MSTRG.1476","t40","up",NA,NA
100305395,"LOC100305395","GLYMA_18G273100","serine-threonine kinase",107112,"MSTRG.36214","t40","up",NA,NA
100305396,"LOC100305396","GLYMA_08G060500","protein kinase",42801,"MSTRG.14571","t40","up",NA,NA
100305397,"LOC100305397","GLYMA_17G048900","kinase-like protein",97131,"MSTRG.32888","t40","up",NA,NA
